Image,Folder,True_Label,ExG,Vein,Texture,NDVI,PSS,Temp,PSS_z,NDVI_z,Temp_z,FinalScore,Class
IMG_6980.JPG,Healthy leaf,healthy,84.39743076959273,0.03155541961729028,132.20143989836012,0.13396348965217553,-0.2975679363810073,31,-0.34515345845433265,2.2960267969295782,-1.1853118669045237,0.1286838239008064,No Stress
IMG_6981.JPG,Healthy leaf,healthy,78.68243740487381,0.03266069009335889,137.94080850992657,0.09816927394876401,3.423658407064792,35,0.11333811113500757,1.3462077070883056,0.8355477094572867,0.5122436646029146,Mild Stress
IMG_6982.JPG,Healthy leaf,healthy,81.96797028660522,0.011577112800632722,132.15806522430657,0.12569910121993752,0.6563801809147733,35,-0.22761769759525688,2.0767267300180716,0.8355477094572867,0.41207409553556473,Mild Stress
IMG_6986.JPG,Healthy leaf,healthy,84.58284722647943,0.025535346295014427,131.02658222475822,0.09465976165776556,-0.6675559631989643,31,-0.39073961083762127,1.2530808790654973,-1.1853118669045237,0.22192455617124304,No Stress
IMG_6989.JPG,Healthy leaf,healthy,79.90707417419084,0.008113421430181319,140.01424902298075,0.0894912156676011,3.443572283569413,35,0.1157916959623033,1.1159306844961305,0.8355477094572867,0.5340010815437054,Mild Stress
IMG_7003.JPG,Healthy leaf,healthy,109.80447017456255,0.03566672908455742,128.81295383142958,0.10901334518424724,-11.306066256788029,31,-1.7015083823183037,1.6339610680336867,-1.1853118669045237,0.06377642018669258,No Stress
IMG_7009.JPG,Healthy leaf,healthy,80.06103801472233,0.06170871664060434,135.25757851766596,0.08763766837027143,2.2115774743517704,35,-0.03600214339901475,1.0667457932412112,0.8355477094572867,0.5244084212118263,Mild Stress
IMG_7012.JPG,Healthy leaf,healthy,112.70564145392136,0.02516932789839878,140.87557464218946,0.09681758128091876,-9.454553656256742,31,-1.4733838771193108,1.3103398028951838,-1.1853118669045237,0.11535778674461097,No Stress
IMG_7013.JPG,Healthy leaf,healthy,117.99346032790146,0.021424118769541863,137.20286751236227,0.09195144666996878,-12.489168811500676,31,-1.8472782165695216,1.1812142596645463,-1.1853118669045237,0.0924749488897428,No Stress
IMG_7047.JPG,Healthy leaf,healthy,100.5853494568221,0.020085621664342926,136.60014352764557,0.0781209286473006,-5.677073933234929,31,-1.007961339640329,0.814213899908878,-1.1853118669045237,0.2052506055703834,No Stress
IMG_7049.JPG,Healthy leaf,healthy,112.49963926902089,0.0098280003990689,136.28877666147315,0.0723229339207997,-10.524221742100394,31,-1.6051774726585564,0.6603609388701284,-1.1853118669045237,0.16380166382649655,No Stress
IMG_7102.JPG,Healthy leaf,healthy,113.3949111241817,0.032934085995917385,139.9290330219306,0.09579064248782358,-9.96417926409147,31,-1.5361747485347543,1.2830894203791228,-1.1853118669045237,0.11203519310797042,No Stress
IMG_7103.JPG,Healthy leaf,healthy,100.06300718598868,0.05520447475124143,136.4522488904849,0.07959739869887349,-5.492819085611316,31,-0.9852593359204562,0.8533928402209912,-1.1853118669045237,0.20371021694974015,No Stress
